Time,aurn_co,SiteNumber,SiteName,Longitude,Latitude
2018-10-31,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-01,0.086,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-02,0.066,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-03,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-04,0.084,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-05,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-06,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-07,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-08,0.066,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-09,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-10,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-11,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-12,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-13,0.052,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-14,0.042,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-15,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-16,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-17,0.089,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-18,0.053,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-19,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-20,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-21,0.2,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-22,0.2,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-23,0.098,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-24,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-25,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-26,0.071,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-27,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-28,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-29,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2018-11-30,0.038,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-01,0.096,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-02,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-03,0.16,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-04,0.091,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-05,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-06,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-07,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-08,0.06,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-09,0.083,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-10,0.18,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-11,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-12,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-13,0.085,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-14,0.099,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-15,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-16,0.089,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-17,0.099,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-18,0.073,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-19,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-20,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-21,0.082,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-22,0.047,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-23,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-24,0.17,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-25,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-26,0.06,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-27,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-28,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-29,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-30,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2018-12-31,0.053,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-01,0.097,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-02,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-03,0.096,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-04,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-05,0.064,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-06,0.098,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-07,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-08,0.088,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-09,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-10,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-11,0.073,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-12,0.076,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-13,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-14,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-15,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-16,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-17,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-18,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-19,0.083,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-20,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-21,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-22,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-23,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-24,0.18,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-25,0.071,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-26,0.093,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-27,0.062,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-28,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-29,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-30,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2019-01-31,0.23,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-01,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-02,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-03,0.088,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-04,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-05,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-06,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-07,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-08,0.074,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-09,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-10,0.082,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-11,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-12,0.075,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-13,0.073,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-14,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-15,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-16,0.081,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-17,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-18,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-19,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-20,0.046,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-21,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-22,0.092,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-23,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-24,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-25,0.2,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-26,0.23,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-27,0.17,58,Edinburgh St Leonards,-3.182186,55.945589
2019-02-28,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-01,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-02,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-03,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-04,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-05,0.085,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-06,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-07,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-08,0.087,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-09,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-10,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-11,0.075,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-12,0.094,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-13,0.071,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-14,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-15,0.097,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-16,0.076,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-17,0.062,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-18,0.083,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-19,0.048,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-20,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-21,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-22,0.055,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-23,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-24,0.052,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-25,0.062,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-26,0.059,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-27,0.066,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-28,0.049,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-29,0.044,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-30,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-03-31,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-01,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-02,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-03,0.092,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-04,0.061,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-05,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-06,0.063,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-07,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-08,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-09,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-10,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-11,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-12,0.086,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-13,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-14,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-15,0.054,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-16,0.064,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-17,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-18,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-19,0.089,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-20,0.094,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-21,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-22,0.089,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-23,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-24,0.064,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-25,0.087,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-26,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-27,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-28,0.064,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-29,0.086,58,Edinburgh St Leonards,-3.182186,55.945589
2019-04-30,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-01,0.075,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-02,0.086,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-03,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-04,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-05,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-06,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-07,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-08,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-09,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-10,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-11,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-12,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-13,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-14,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-15,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-16,0.087,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-17,0.049,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-18,0.06,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-19,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-20,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-21,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-22,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-23,0.052,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-24,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-25,0.097,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-26,0.076,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-27,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-28,0.064,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-29,0.093,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-30,0.059,58,Edinburgh St Leonards,-3.182186,55.945589
2019-05-31,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-01,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-02,0.059,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-03,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-04,0.055,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-05,0.063,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-06,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-07,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-08,0.062,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-09,0.062,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-10,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-11,0.063,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-12,0.06,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-13,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-14,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-15,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-16,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-17,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-18,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-19,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-20,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-21,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-22,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-23,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-24,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-25,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-26,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-27,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-28,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-29,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-06-30,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-01,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-02,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-03,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-04,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-05,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-06,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-07,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-08,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-09,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-10,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-11,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-12,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-13,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-14,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-15,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-16,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-17,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-18,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-19,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-20,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-21,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-22,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-23,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-24,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-25,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-26,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-27,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-28,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-29,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-30,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-07-31,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-01,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-02,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-03,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-04,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-05,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-06,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-07,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-08,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-09,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-10,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-11,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-12,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-13,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-14,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-15,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-16,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-17,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-18,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-19,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-20,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-21,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-22,,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-23,0.067,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-24,0.087,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-25,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-26,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-27,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-28,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-29,0.046,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-30,0.055,58,Edinburgh St Leonards,-3.182186,55.945589
2019-08-31,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-01,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-02,0.048,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-03,0.053,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-04,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-05,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-06,0.085,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-07,0.066,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-08,0.076,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-09,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-10,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-11,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-12,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-13,0.073,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-14,0.055,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-15,0.072,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-16,0.053,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-17,0.074,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-18,0.095,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-19,0.083,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-20,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-21,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-22,0.061,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-23,0.078,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-24,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-25,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-26,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-27,0.071,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-28,0.065,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-29,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-09-30,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-01,0.1,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-02,0.14,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-03,0.11,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-04,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-05,0.069,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-06,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-07,0.094,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-08,0.05,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-09,0.052,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-10,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-11,0.047,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-12,0.077,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-13,0.087,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-14,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-15,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-16,0.084,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-17,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-18,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-19,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-20,0.068,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-21,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-22,0.076,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-23,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-24,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-25,0.071,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-26,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-27,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-28,0.085,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-29,0.088,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-30,0.083,58,Edinburgh St Leonards,-3.182186,55.945589
2019-10-31,0.097,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-01,0.21,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-02,0.061,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-03,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-04,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-05,0.095,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-06,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-07,0.058,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-08,0.16,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-09,0.08,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-10,0.096,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-11,0.079,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-12,0.091,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-13,0.15,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-14,0.09,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-15,0.075,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-16,0.12,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-17,0.13,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-18,0.22,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-19,0.19,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-20,0.095,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-21,0.056,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-22,0.051,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-23,0.036,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-24,0.07,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-25,0.057,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-26,0.025,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-27,0.037,58,Edinburgh St Leonards,-3.182186,55.945589
2019-11-28,0.037,58,Edinburgh St Leonards,-3.182186,55.945589
